@RELATION VideoQuality


@ATTRIBUTE cqi REAL
@ATTRIBUTE mcsDown REAL
@ATTRIBUTE brateDown REAL
@ATTRIBUTE blerDown REAL
@ATTRIBUTE snr REAL
@ATTRIBUTE phr REAL
@ATTRIBUTE mcsUp REAL
@ATTRIBUTE brateUp REAL
@ATTRIBUTE blerUp REAL

@ATTRIBUTE class {320,480,640,768,1024,1280,1920}


@DATA
15.0,25.0,118000.0,7.1,1.23,32.4,0.0,47.6,73,1280
15.0,25.8,369000.0,16,1.98,36.2,0.0,86.8,49,320
14.0,24.2,1280000.0,0,6.18,37.1,1.55,314,3.9,1280
15.0,27.0,1100000.0,0,8.45,32.6,3.47,267,1.6,1280
15.0,23.3,515,3.4,1.21,33.0,0.0,25.2,74,1280
15.0,25.9,293000.0,4.6,2.06,34.0,0.0,67.5,22,320
14.4,25.8,1770000.0,0,6.46,36.3,1.34,439,2.2,1280
15.0,27.0,883000.0,0,9.00,32.6,3.90,209,0,1280
15.0,24.1,598,0,1.59,31.5,0.0,57.0,69,1280
15.0,26.5,375000.0,25,1.94,35.1,0.0,126,44,320
15.0,26.8,1160000.0,0,5.89,37.4,1.00,280,3.9,1280
14.5,25.8,1010000.0,0,9.03,33.8,3.91,248,0,1280
15.0,25.7,139000.0,0,2.81,29.4,0.0,111,9.5,1280
12.0,24.0,337000.0,11,2.04,35.2,0.0,86.7,31,320
14.0,25.0,1370000.0,1.6,6.04,35.9,1.04,422,2.8,1280
14.5,25.5,992000.0,0,8.93,32.5,4.76,243,1.3,1280
15.0,26.4,574000.0,25,2.13,33.1,0.0,144,32,1280
12.8,25.0,12.2,0,2.34,34.0,0.0,20.0,38,320
12.2,17.0,593000.0,0,7.55,36.6,2.58,203,0,1280
11.9,18.9,849000.0,0,7.18,32.9,2.09,225,0,1280
14.3,25.0,462,85,1.22,29.5,0.0,50.1,58,1280
15.0,25.4,199000.0,12,2.18,34.2,0.0,77.8,44,320
12.6,20.2,977000.0,0,6.25,36.5,1.52,267,5.1,1280
12.8,24.2,1290000.0,4.3,7.76,33.3,3.14,281,1.2,768
15.0,26.8,382000.0,0,2.37,33.1,0.0,101,15,1280
13.5,14.1,683,5.2,1.29,34.0,0.0,16.5,61,320
14.4,25.3,1430000.0,0,7.71,36.2,2.75,363,0,1024
15.0,26.7,974000.0,0,7.80,32.2,2.88,397,0,768
15.0,26.5,557000.0,0,3.02,31.3,0.0,159,8.0,1280
12.8,16.7,24.5,0,2.00,34.0,1.54,20.9,35,320
14.4,25.2,1680000.0,0,7.45,35.4,2.28,445,0,1024
15.0,26.7,725000.0,0,8.11,33.0,2.99,222,1.8,768
15.0,26.9,832000.0,1.9,3.84,34.4,0.0,217,12,1280
15.0,23.2,604,11,0.0,34.0,0.0,7.09,80,320
13.9,20.4,412000.0,1.8,6.90,36.4,2.28,140,8.2,1024
13.4,22.6,1270000.0,0,7.09,33.3,2.13,325,1.9,768
15.0,26.8,756000.0,0,4.33,32.5,0.0,220,0,1280
15.0,25.4,700,6.5,0.0,35.0,0.0,23.5,59,320
14.4,25.6,1440000.0,1.9,6.92,37.0,1.72,350,0,1024
10.2,17.1,484999.04,0,7.52,33.9,2.34,159,4.6,1024
15.0,27.0,949000.0,0,3.70,31.8,0.0,224,0,1280
15.0,25.0,444,13,0.0,34.0,0.0,38.2,60,320
15.0,26.8,950000.0,0,7.20,36.9,2.12,255,0,768
6.04,8.02,363000.0,5.1,6.24,33.6,1.46,197,2.0,1024
15.0,27.0,797000.0,0,3.04,29.6,0.0,219,0,1280
15.0,25.9,356,19,1.44,37.0,0.0,14.4,61,320
14.4,25.9,1440000.0,0,6.54,36.6,1.44,364,0,768
7.04,10.8,330000.0,0,7.94,32.1,3.10,107,1.7,1024
15.0,26.3,185000.0,0,1.82,32.0,0.0,41.5,51,1280
15.0,23.2,653,0,1.81,34.4,0.0,43.2,14,320
12.7,21.2,1150000.0,1.5,6.85,36.9,1.39,302,0,768
8.76,14.0,490000.0,11,8.26,31.9,3.01,150,0,1024
15.0,23.4,344,5.6,1.52,35.0,0.0,14.9,77,1280
15.0,24.7,831,12,1.04,35.6,0.0,30.9,62,320
14.0,25.2,1950000.0,1.8,6.17,36.1,1.24,459,1.4,768
9.72,14.2,511000.0,1.6,6.79,34.3,2.07,143,0,1024
15.0,26.6,615000.0,0,2.13,31.8,0.0,194,6.6,1280
15.0,26.2,517,8.0,1.31,34.0,0.0,12.7,65,320
14.0,23.9,1380000.0,1.4,6.69,36.2,1.50,322,0,1024
7.40,13.2,459999.04,5.2,6.59,33.2,1.73,144,3.6,1024
15.0,27.0,866000.0,0,2.31,30.3,0.0,226,1.7,1280
15.0,26.2,691,11,1.06,35.0,0.0,16.7,48,640
15.0,27.0,1370000.0,0,6.70,36.3,1.65,353,0,1024
3.92,4.62,150000.0,6.3,6.64,32.9,1.61,65.1,0,1024
15.0,27.0,806000.0,0,2.15,30.9,0.0,216,3.0,1280
15.0,21.2,94.4,0,0.0,35.0,0.0,16.2,62,640
15.0,27.0,1540000.0,1.2,6.56,36.6,1.59,358,0,1024
6.68,9.28,282000.0,1.6,6.90,32.7,2.34,89.3,1.5,1024
15.0,27.0,1010000.0,0,2.34,32.1,0.0,289,2.3,1280
15.0,20.2,166,22,0.0,35.0,0.0,1.26,92,640
15.0,26.2,709000.0,1.6,6.52,36.5,1.31,174,0,1024
5.56,7.97,458000.0,3.6,7.09,34.1,2.41,135,2.1,1024
15.0,27.0,1040000.0,0,2.69,30.9,0.0,268,0,1280
15.0,24.7,426,5.0,0.0,34.0,0.0,17.3,62,640
15.0,26.5,973000.0,1.2,6.45,37.9,1.43,240,1.1,1280
2.12,1.86,132000.0,20,6.39,33.6,1.55,32.9,0,1024
15.0,27.0,1010000.0,0,2.71,29.9,0.0,244,1.2,1280
15.0,25.7,35.4,0,0.0,0.0,0.0,0.0,100,640
15.0,26.2,280000.0,1.9,6.04,35.0,0.0,75.0,0,1280
4.36,3.22,217000.0,0,6.52,32.7,1.99,113,0,1024
15.0,27.0,894999.0,0,2.65,30.5,0.0,254,0,1280
15.0,24.7,403,9.5,0.0,34.0,0.0,3.77,80,640
15.0,26.1,631000.0,2.6,6.07,36.8,0.0,157,0,1280
2.40,2.33,183000.0,3.0,6.56,33.8,1.86,81.5,0,1024
15.0,26.8,762000.0,1.2,2.28,29.7,0.0,208,10.0,1280
15.0,24.5,308,0,1.16,34.0,0.0,19.9,50,640
14.0,26.6,1070000.0,1.9,6.40,36.8,1.40,253,0,1280
7.12,9.36,409000.0,2.5,7.09,32.8,2.53,131,6.5,1024
15.0,25.9,491000.0,0,2.68,30.9,0.0,253,11,1280
15.0,24.8,467,6.1,1.33,34.0,0.0,22.3,34,640
9.24,5.70,884,14,8.04,37.7,2.96,84.1,0,1280
8.36,12.1,635000.0,0,8.17,33.3,2.92,293,0,1024
15.0,25.5,355000.0,2.1,2.57,28.5,0.0,111,18,1280
15.0,24.3,753,4.2,1.98,34.2,0.0,41.6,27,640
10.5,13.4,409000.0,1.8,7.72,37.7,3.52,122,6.7,1280
7.92,8.43,361000.0,0,8.34,32.8,3.70,146,5.0,1024
15.0,26.8,836000.0,0,2.67,30.5,0.0,260,2.3,1280
15.0,23.1,177,0,1.15,34.0,1.03,8.38,77,640
13.2,25.5,314000.0,5.4,6.00,37.5,1.30,136,3.9,1280
3.68,2.80,229000.0,0,6.86,32.9,2.07,96.2,0,1024
15.0,27.0,865000.0,1.1,2.45,29.5,0.0,207,9.1,1280
15.0,25.0,12.2,0,0.0,0.0,0.0,0.0,100,640
15.0,25.2,399000.0,4.5,5.95,37.5,1.02,165,2.4,1280
3.40,3.24,272000.0,3.0,7.11,33.4,2.11,98.4,1.6,1024
15.0,26.1,241,27,1.12,32.2,0.0,24.6,82,1280
15.0,21.7,94.9,0,2.09,37.0,1.06,5.32,67,640
11.2,21.3,953999.0,0,5.92,37.0,1.18,210,2.2,1280
11.7,19.1,1030000.0,1.3,8.42,32.9,4.08,289,1.3,1024
15.0,22.7,191,0,1.86,33.0,1.01,12.2,75,1280
15.0,22.9,392,0,1.84,35.8,0.0,23.8,40,640
9.72,18.8,621000.0,1.5,7.07,36.2,1.93,191,1.5,1280
11.4,18.7,1190000.0,2.8,9.64,34.0,3.99,324,0,1024
15.0,26.7,587000.0,0,2.22,31.8,0.0,195,12,1280
15.0,26.5,357,0,1.42,0.0,1.33,0.0,100,640
13.4,20.7,521000.0,2.2,6.18,36.5,1.33,154,5.0,1280
9.28,14.3,931000.0,0,7.01,33.6,2.42,247,1.8,1024
15.0,26.9,897000.0,0,2.32,30.5,0.0,219,3.4,1280
15.0,25.0,12.2,0,0.0,34.0,0.0,4.16,75,640
14.4,23.6,795000.0,2.6,6.35,36.6,1.27,263,0,1280
3.92,4.52,268000.0,15,6.71,34.4,1.78,96.3,0,1024
15.0,27.0,1100000.0,0,2.28,29.7,0.0,308,1.7,1280
15.0,1.00,88.0,0,0.0,34.0,0.0,1.26,90,640
15.0,25.0,184000.0,0,5.89,37.0,0.0,58.8,2.0,1280
2.20,0.0,135000.0,16,6.93,32.7,2.19,67.8,0,1024
15.0,26.9,984000.0,0,2.42,30.5,0.0,316,0,768
15.0,0.0,0.0,0,0.0,0.0,0.0,0.0,100,640
14.4,24.7,1000000.0,1.8,5.97,36.7,1.13,245,3.1,1280
3.40,2.34,152000.0,17,6.58,33.7,1.79,82.5,3.0,1024
15.0,26.9,916000.0,0,2.63,29.7,0.0,339,2.0,768
15.0,23.8,201,17,0.0,34.0,0.0,13.0,65,640
14.5,26.6,740000.0,0,6.34,37.9,0.0,176,1.4,1280
6.44,7.47,425000.0,4.9,6.17,33.1,1.35,140,1.8,1024
15.0,27.0,857000.0,0,2.73,31.4,0.0,223,1.7,768
15.0,26.0,166,0,0.0,34.0,1.43,14.9,57,640
15.0,26.2,703000.0,0,6.73,36.9,1.55,159,0,1280
4.52,3.92,300000.0,2.9,6.76,33.5,1.75,109,5.1,1024
15.0,26.8,814000.0,0,2.61,31.7,0.0,268,2.1,768
15.0,22.5,143,0,1.10,34.0,0.0,9.22,65,640
13.9,21.3,568000.0,1.7,6.10,36.7,1.21,278,0,1280
5.04,4.87,315000.0,5.7,6.64,32.7,1.67,98.8,1.3,1024
15.0,26.9,966000.0,0,2.50,30.9,0.0,245,2.6,768
15.0,24.0,424,8.7,1.23,34.0,0.0,23.5,44,640
15.0,23.1,163000.0,4.4,6.08,37.3,1.81,79.9,12,1280
8.16,11.7,805000.0,0,7.80,32.5,2.93,231,0,1024
15.0,27.0,893000.0,0,2.75,32.7,0.0,224,0,768
15.0,25.7,464,0,1.20,34.0,0.0,23.4,60,640
15.0,25.2,425000.0,3.2,5.59,36.2,0.0,216,4.0,1280
4.96,7.08,532000.0,4.1,7.12,33.3,2.13,157,0,1024
15.0,27.0,813000.0,0,2.56,30.5,0.0,228,0,768
15.0,23.8,451,4.3,0.0,34.0,0.0,15.6,62,640
15.0,25.4,561000.0,2.6,6.04,36.5,0.0,238,0,1280
3.92,5.10,388000.0,1.6,6.85,33.4,1.90,129,0,1024
15.0,27.0,801000.0,0,2.52,31.9,0.0,226,2.4,768
15.0,0.0,0.0,0,0.0,0.0,0.0,0.0,100,640
15.0,27.0,1560000.0,0,6.11,36.9,0.0,399,0,1280
11.4,19.2,558000.0,0,7.41,34.0,2.25,189,2.6,1024
15.0,26.5,748000.0,0,2.58,31.7,0.0,201,7.3,768
15.0,0.0,0.0,0,0.0,0.0,0.0,0.0,100,640
14.0,22.2,819999.0,2.7,6.46,37.7,1.47,225,2.3,1280
15.0,26.6,1010000.0,0,7.94,33.6,2.83,330,0,1024
15.0,27.0,802999.0,0,2.72,30.4,0.0,230,1.9,768
15.0,0.0,0.0,0,0.0,0.0,0.0,0.0,100,640
15.0,27.0,1560000.0,0,6.16,36.4,1.12,407,0,1280
15.0,27.0,780000.0,0,7.52,32.4,2.73,206,0,1024
15.0,27.0,1140000.0,0,2.65,30.2,0.0,320,1.5,768
15.0,25.0,12.2,0,0.0,0.0,0.0,0.0,100,640
15.0,26.6,961000.0,0,6.05,36.1,0.0,259,0,1280
15.0,26.6,1030000.0,0,7.57,32.2,2.65,242,1.9,1024
15.0,27.0,881000.0,0,3.19,29.9,0.0,238,0,768
15.0,20.4,71.9,0,0.0,34.0,0.0,14.2,61,640
15.0,26.8,1400000.0,0,5.78,36.2,0.0,336,1.4,1280
10.3,18.9,577000.0,0,6.84,33.3,1.82,149,0,1024
15.0,27.0,793000.0,0,2.98,33.5,0.0,220,0,1024
15.0,26.0,131,0,0.0,36.0,0.0,6.22,70,640
15.0,26.8,1400000.0,1.1,5.89,35.9,0.0,390,0,1280
10.3,18.1,626000.0,0,6.37,33.8,1.71,192,0,1024
15.0,27.0,856000.0,0,2.50,33.3,0.0,261,2.1,1024
15.0,21.5,119,36,0.0,34.0,0.0,13.0,72,640
15.0,26.7,1040000.0,0,6.13,36.4,1.19,298,0,1280
10.8,18.7,871000.0,1.2,7.23,33.6,2.17,240,1.7,1024
15.0,27.0,877000.0,0,2.58,30.6,0.0,227,1.6,1024
15.0,25.9,149,11,0.0,0.0,0.0,0.0,100,640
15.0,26.9,1410000.0,1.5,6.10,36.7,0.0,354,0,1280
12.9,22.9,688000.0,0,7.47,32.1,2.80,179,2.5,1024
15.0,27.0,793000.0,0,3.56,33.2,0.0,217,1.6,1024
15.0,22.1,481,13,0.0,34.7,0.0,23.1,56,320
15.0,26.8,1300000.0,1.5,6.11,36.1,1.05,337,1.5,1280
14.5,26.2,943000.0,0,7.34,33.6,2.31,258,1.0,1024
14.4,25.7,551000.0,0,3.06,30.1,0.0,234,3.3,1024
15.0,26.0,142,0,0.0,0.0,0.0,0.0,100,320
14.4,25.3,1470000.0,0,6.61,35.7,1.59,361,0,1280
10.3,16.5,612000.0,0,7.21,33.6,2.50,166,2.3,1024
15.0,27.0,769000.0,0,2.63,31.6,0.0,217,12,1024
15.0,23.0,2.98,0,0.0,0.0,0.0,0.0,100,320
13.8,24.5,1410000.0,0,6.46,35.2,1.63,435,0,1280
7.56,13.4,409000.0,1.4,7.42,34.9,2.87,140,0,1024
15.0,27.0,797000.0,0,3.27,30.7,0.0,236,1.6,1024
15.0,19.3,288,17,1.44,34.3,0.0,33.8,57,320
15.0,26.8,1330000.0,1.9,7.18,36.3,2.06,354,2.1,1280
10.2,17.7,620000.0,1.2,6.50,33.8,1.84,164,2.1,1024
14.3,25.5,467000.0,3.7,1.96,32.4,0.0,104,53,1024
15.0,21.4,615,5.4,2.44,37.6,0.0,40.4,44,320
15.0,26.9,1680000.0,1.0,7.24,36.4,2.32,401,3.0,1280
5.08,7.88,256000.0,6.3,6.68,33.1,1.91,90.1,0,1024
15.0,26.1,413999.04,0,2.00,31.8,0.0,183,22,1024
15.0,24.6,794,7.0,1.24,34.0,0.0,38.7,43,320
14.0,24.7,1290000.0,1.3,7.67,36.3,2.46,309,3.2,1280
8.08,15.0,576000.0,0,6.37,33.6,1.64,160,0,1024
15.0,26.9,677000.0,0,2.96,30.2,0.0,207,3.3,1024
15.0,24.7,739,12,1.52,35.8,0.0,34.4,59,320
15.0,26.9,1460000.0,0,7.80,36.6,2.47,372,0,1280
6.44,10.6,363000.0,0,6.17,34.1,1.37,104,0,1024
15.0,26.5,569000.0,0,3.49,29.6,0.0,284,4.7,1024
15.0,25.4,241,11,2.53,34.0,0.0,19.8,31,320
10.8,12.0,346000.0,0,7.47,35.8,3.01,234,9.4,1280
8.00,8.72,416000.0,0,6.85,33.6,1.75,267,1.2,1024
14.4,26.0,1030000.0,0,3.90,30.2,0.0,263,1.2,1024
15.0,25.4,633,21,1.07,36.0,0.0,26.1,52,320
13.8,23.1,484000.0,1.3,7.28,35.8,2.35,167,4.2,1280
4.64,4.73,245000.0,8.9,6.65,32.7,2.72,104,6.0,1024
15.0,27.0,963000.0,1.3,2.82,28.8,0.0,238,2.8,1024
15.0,23.1,619,2.9,1.50,35.0,0.0,37.8,49,320
14.4,25.5,1240000.0,1.8,7.14,36.6,1.95,328,1.3,1280
2.96,3.38,142000.0,19,6.26,34.2,1.24,46.7,0,1024
15.0,26.9,866000.0,0,2.80,28.1,0.0,246,2.5,1024
15.0,24.0,771,12,1.52,34.0,0.0,28.4,46,320
15.0,26.5,786000.0,1.7,7.45,35.2,2.72,236,4.7,1280
2.88,4.05,231999.07,7.0,6.33,33.9,1.80,76.9,0,1024
15.0,26.6,441000.0,1.4,2.11,32.7,0.0,132,32,1024
15.0,25.3,131000.0,5.0,1.68,35.0,0.0,43.6,36,320
15.0,27.0,1720000.0,0,8.41,36.3,2.89,469,0,1280
3.88,5.61,204000.0,0,6.92,34.7,1.80,71.6,0,1024
15.0,26.7,692000.0,0,2.30,27.1,0.0,219,16,1024
15.0,25.5,11.7,0,1.93,35.0,0.0,17.9,35,320
14.5,24.4,907000.0,0,8.54,35.2,3.27,243,4.3,1280
2.04,1.59,126000.0,1.3,7.60,31.9,2.81,65.7,0,1024
15.0,27.0,650000.0,0,2.38,27.0,0.0,148,12,1024
15.0,20.3,381,0,2.13,35.8,0.0,22.6,29,320
15.0,26.9,1550000.0,0,9.07,35.5,3.73,361,0,1280
2.24,1.81,996,2.6,7.37,32.2,2.24,46.2,0,1024
15.0,24.4,856,11,1.80,31.9,0.0,53.1,71,1024
15.0,24.7,109000.0,3.8,1.51,35.0,0.0,34.2,46,320
13.8,24.4,1560000.0,0,8.49,37.4,3.80,377,7.1,1280
10.2,14.8,616000.0,1.2,7.19,33.6,2.26,160,1.6,1024
15.0,26.1,484999.04,0,2.97,28.9,0.0,162,10,1024
15.0,24.7,450,21,1.21,36.7,0.0,20.4,46,320
12.3,21.5,1200000.0,0,8.93,35.8,3.67,315,3.4,1280
14.5,25.3,709000.0,0,8.08,33.5,3.33,187,2.4,1024
15.0,26.9,758000.0,0,3.38,30.9,0.0,272,0,1024
15.0,26.1,358,0,1.30,35.0,1.83,7.32,71,320
15.0,26.8,1490000.0,0,8.93,36.1,3.65,344,0,1280
6.68,11.2,330000.0,0,6.37,33.1,1.61,148,1.7,1024
15.0,26.9,819000.0,0,2.51,30.2,0.0,289,1.7,1024
15.0,23.6,383,0,0.0,35.0,0.0,13.8,42,320
14.5,26.8,998000.0,1.2,8.53,36.6,3.24,267,1.4,1280
6.52,11.1,468000.0,0,6.31,33.2,1.43,122,0,1024
15.0,26.6,811999.0,0,2.37,28.9,0.0,225,8.7,1024
15.0,24.5,720,8.1,0.0,35.3,0.0,37.7,60,320
14.5,25.2,919999.0,1.0,8.66,35.9,3.33,213,4.5,1280
6.68,7.73,412000.0,8.2,6.42,33.7,1.33,132,0,1024
15.0,25.9,467000.0,2.6,2.21,30.0,0.0,141,35,1024
15.0,25.1,938,4.3,1.46,37.5,0.0,35.0,52,320
13.2,24.8,621000.0,1.4,8.58,36.3,3.88,162,3.0,320
8.52,10.2,501000.0,7.1,7.98,32.6,2.97,161,2.3,1024
15.0,25.9,354000.0,0,1.80,31.6,0.0,113,37,1024
15.0,0.0,56.0,0,0.0,35.0,0.0,2.51,80,320
13.4,23.0,963000.0,1.2,8.85,35.0,3.44,228,3.8,1280
8.44,14.3,776000.0,5.3,6.77,34.0,2.04,195,3.0,1024
15.0,25.2,295000.0,3.4,2.13,31.4,0.0,101,52,1024
15.0,23.7,541,3.1,1.71,35.0,0.0,28.4,40,320
10.7,7.42,719,1.4,8.61,38.9,4.55,79.7,13,1280
11.1,17.8,1200000.0,0,7.29,32.9,2.08,322,0,1024
15.0,26.3,260000.0,6.7,1.63,33.1,0.0,79.3,46,1024
15.0,24.9,655,0,1.94,35.0,0.0,26.6,32,320
11.2,16.2,115999.09,2.1,8.08,37.1,3.16,91.7,6.5,1280
10.7,17.4,1450000.0,1.2,6.79,33.1,1.92,396,0,1024
15.0,25.9,495000.0,3.7,2.06,32.0,0.0,129,40,1024
15.0,25.4,228,21,1.50,37.5,0.0,30.8,37,320
12.3,15.1,310000.0,3.2,8.63,36.5,4.24,134,9.7,1280
9.72,14.2,894999.0,0,6.78,33.1,1.93,276,2.2,1024
15.0,25.8,346000.0,3.8,2.13,29.8,0.0,149,48,1024
15.0,24.7,721,8.5,0.0,35.8,0.0,18.5,69,320
12.7,17.4,381000.0,1.9,9.52,38.0,4.70,121,12,1280
10.7,16.8,836999.0,1.2,7.82,33.8,2.93,231,3.9,1024
15.0,25.9,289000.0,3.0,2.17,29.3,0.0,124,34,1024
15.0,26.1,178,0,2.38,0.0,1.83,11.2,50,320
10.2,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1280
11.1,16.5,1130000.0,0,8.60,34.1,3.06,385,0,1024
15.0,25.5,295000.0,3.5,2.45,32.2,0.0,106,39,1024
15.0,1.00,88.0,0,1.11,37.0,0.0,1.81,75,320
8.96,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1280
12.1,19.9,908000.0,0,8.61,34.2,3.30,340,0,1024
15.0,26.0,568000.0,5.2,2.02,30.9,0.0,153,43,1024
15.0,22.6,247,0,1.13,35.0,6.40,9.28,60,320
11.7,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1280
9.20,13.5,908000.0,0,7.35,32.5,2.18,265,0,1280
15.0,26.2,392000.0,1.8,2.41,30.5,0.0,95.9,33,1024
15.0,24.0,4.78,0,1.20,35.0,1.40,17.4,67,320
10.8,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1280
11.4,18.8,1700000.0,2.0,7.25,33.4,2.28,399,0,1280
15.0,26.3,732000.0,0,2.49,31.1,0.0,204,19,1024
15.0,1.00,88.0,0,1.52,37.5,0.0,4.25,59,320
8.36,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1280
7.76,16.0,721000.0,0,8.00,34.7,3.18,197,1.0,1280
15.0,26.3,360000.0,6.2,1.77,32.4,0.0,97.5,49,1024
15.0,24.5,15.1,0,1.24,0.0,0.0,0.0,100,320
10.8,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1280
11.1,19.4,1580000.0,1.2,7.43,33.2,2.37,407,0,1280
15.0,25.2,167000.0,2.4,2.06,32.3,0.0,82.3,45,1024
15.0,1.00,88.0,0,1.72,40.0,2.20,7.26,75,320
8.00,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1280
13.3,22.2,1689999.0,0,7.98,33.8,2.56,435,0,1280
15.0,25.6,303000.0,4.3,2.23,31.8,0.0,101,46,1024
15.0,25.3,453,3.4,1.52,35.0,0.0,35.5,42,320
11.2,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1280
10.5,17.3,1250000.0,0,8.05,34.6,3.05,335,1.7,1280
15.0,26.3,498000.0,1.6,2.12,29.6,0.0,128,34,1024
15.0,26.0,109000.0,3.4,1.24,36.5,1.26,22.8,52,320
10.2,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1280
9.28,15.3,1290000.0,0,6.72,32.8,1.71,316,0,1280
15.0,26.3,400000.0,0,2.25,29.7,0.0,124,40,1024
15.0,24.4,831,2.1,1.94,35.0,1.29,21.3,45,320
11.2,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1280
9.20,12.0,838000.0,0,8.39,33.3,3.20,252,1.5,1280
15.0,26.4,413999.04,1.2,1.81,33.0,0.0,112,37,1024
15.0,20.0,94.4,17,0.0,35.0,0.0,32.9,70,320
10.8,14.9,421000.0,0,8.17,37.2,3.37,215,4.9,1280
12.8,23.1,1570000.0,1.0,6.27,33.1,1.41,390,0,1280
15.0,25.8,422000.0,3.0,1.79,30.1,0.0,114,49,1024
15.0,24.4,111000.0,6.9,2.19,36.4,0.0,32.4,34,320
10.7,15.2,710000.0,1.3,9.80,35.9,4.15,222,1.9,1280
9.64,20.6,475000.0,0,6.77,34.2,1.62,118,1.0,1280
15.0,26.8,25.2,97,1.08,0.0,0.0,3.21,94,1024
15.0,0.0,0.0,0,0.0,0.0,3.67,0.0,100,320
11.2,18.6,688000.0,1.1,8.41,36.1,2.90,185,0,1280
13.4,23.1,1490000.0,0,6.78,34.4,2.08,363,0,1280
15.0,24.7,122000.0,1.6,1.84,28.4,0.0,51.3,51,1024
15.0,23.2,167,18,1.32,35.3,0.0,28.3,51,320
8.96,5.18,216000.0,0,10.8,36.8,5.67,171,2.2,1280
10.8,15.4,561000.0,0,7.50,33.6,2.65,234,4.3,1280
15.0,24.9,119,31,1.74,40.0,0.0,24.7,77,1024
15.0,23.5,123000.0,8.0,1.56,35.6,0.0,56.4,43,320
12.3,15.4,516000.0,0,9.59,38.6,4.59,161,11,1280
13.4,21.5,1070000.0,1.3,7.79,33.6,2.73,247,0,640
15.0,25.2,112999.09,12,1.85,32.5,0.0,117,58,1024
15.0,25.6,165000.0,5.8,0.0,36.2,0.0,31.5,61,320
12.2,21.2,611000.0,1.4,7.49,37.7,3.62,176,12,1280
13.9,24.6,1470000.0,0,7.12,34.3,2.16,330,2.8,640
15.0,25.5,133000.0,4.5,1.84,31.8,0.0,78.4,32,1024
15.0,23.5,213,0,1.10,38.3,0.0,18.3,68,320
12.7,21.1,927999.0,0,8.35,36.6,3.25,270,3.7,1280
13.4,24.1,1360000.0,1.4,7.27,34.1,2.26,321,1.4,640
15.0,25.4,188000.0,4.9,1.80,32.6,0.0,52.6,48,1024
15.0,22.7,257,0,0.0,35.0,0.0,8.04,47,320
13.4,21.7,916000.0,0,8.32,35.2,3.27,255,1.9,1280
14.0,24.6,1460000.0,0,6.98,33.7,2.00,356,0,640
15.0,25.8,363000.0,0,2.96,31.8,0.0,99.3,2.5,1024
15.0,26.4,408,0,1.82,0.0,4.67,0.0,100,320
13.4,22.1,1070000.0,1.9,7.57,35.5,2.29,267,2.4,1280
6.54,10.7,581000.0,6.6,6.16,32.3,1.19,150,0,640
15.0,26.9,892000.0,0,2.38,31.8,0.0,224,3.4,1024
15.0,0.0,56.0,0,0.0,35.0,0.0,13.8,74,320
13.9,25.7,305000.0,3.7,7.19,37.3,2.86,98.1,9.5,1280
9.20,13.0,857000.0,2.6,6.74,32.5,1.62,230,0,640
15.0,26.2,157000.0,3.4,1.61,34.7,0.0,50.2,35,1024
15.0,6.50,12.3,33,0.0,35.0,0.0,27.1,45,320
15.0,25.9,1160000.0,0,6.07,35.8,1.38,338,1.3,1280
11.9,21.4,1370000.0,3.1,7.32,32.4,2.35,361,0,640
15.0,25.1,217000.0,2.4,1.73,31.9,0.0,93.8,36,1024
15.0,24.4,955,9.4,1.04,35.3,0.0,21.6,48,320
14.5,25.0,1430000.0,0,6.52,36.7,2.15,318,4.2,1280
8.76,12.5,523000.0,6.6,7.50,32.7,2.52,154,0,640
15.0,27.0,957000.0,0,3.03,29.8,0.0,272,1.1,1024
15.0,26.1,818,5.4,1.85,34.0,0.0,32.8,35,320
15.0,24.2,153000.0,1.4,6.81,34.5,2.33,86.7,5.6,1280
1.08,1.15,177000.0,9.1,6.33,33.2,1.67,65.5,4.2,1024
15.0,26.6,763000.0,0,2.90,28.5,0.0,273,4.1,1024
15.0,26.0,71.1,0,0.0,0.0,0.0,0.0,100,320
13.3,17.0,454000.0,3.3,7.16,36.9,2.22,149,5.2,1280
1.68,2.00,149000.0,8.9,6.06,32.8,1.26,52.3,0,1024
15.0,26.9,944000.0,0,2.93,29.3,0.0,288,0,1024
15.0,26.2,313,30,1.51,34.0,0.0,22.4,40,320
14.4,25.0,946000.0,1.5,6.99,37.0,1.83,248,4.2,1280
2.24,1.75,122000.0,17,5.95,33.6,1.21,55.9,0,1024
15.0,27.0,890000.0,0,3.59,27.5,0.0,221,0,1024
15.0,23.4,166,20,1.21,34.0,0.0,26.1,68,320
15.0,26.7,1120000.0,1.5,7.24,35.5,2.32,257,3.0,1280
2.76,2.97,176000.0,4.2,6.47,34.0,1.64,58.4,0,1024
15.0,27.0,819000.0,0,3.08,28.1,0.0,242,0,1024
